,link,site,category,article,article_date,verbs,quantity
146,https://mwnation.com/are-police-roadblocks-effective/,mwnation.com,chamba,"Are police roadblocks effective?by Archibald kasakura 12/02/2016 in Editors Pick, Society 4 min read
0It took officers from the Malawi Revenue Authority (MRA) to impound a truckload of 109 bags of Indian hemp (chamba) at Lirangwe roadblock in Blantyre north in January 2016.
The drugs—which presumably originated from Nkhotakota—were destined for Blantyre city and only the timely interception of the tax officers put a stop to a huge consignment that had eluded officers at a number of police checkpoints in between the two areas—which are almost 400km apart.
Police officers inspect the chamba that was intercepted at Lirangwe
Southern Region police spokesperson James Kadadzera expressed surprise at the efficiency with which the syndicate transporting the drug had managed to elude several police checkpoints until it was stopped by an unlikely agency.
Questions have been asked regarding the effectiveness of police roadblocks in the wake of high profile breaches where huge volumes of the illicit drug—which is mainly produced in Nkhotakota and Mzimba—has found  its way into the country’s major cities, causing both security and health concerns.
But amid questions over the law enforcers’ ability to nip drug trafficking in the bud, Malawi Police Service national spokesperson Nicholas Gondwa has backed police officers for their diligence and alertness, but he blamed the country’s road network as the chief cause for such lapses.
“We are doing everything in our powers to stop drug cartels from trafficking chamba into towns and cities. Unfortunately, our efforts are being hampered by the country’s road network. There are a lot of unchartered routes from Nkhotakota to Zalewa routes which these people use. Normally they get caught closer to Blantyre where their options are few and far between,” he said in a telephone interview on Monday.
Gondwa said police had information that drug peddlers branch off into earth roads before Sharpe Valley in Ntcheu and use roads that skirt the mountains all the way to Mtonda—beating three roadblocks at Sharpe Valley, Salima turn off and Chingeni.
He, however, insisted that the police are containing the situation through mounting ad hoc roadblocks on the country’s roads.
“People should know that those roadblocks are mounted based on intelligence. Currently, all police station management officers have been encouraged to use this method and it has been very effective in dealing with crime,” Gondwa said.
While acknowledging the strides the police are making in arresting chamba traffickers, executive director for Drug Fight Malawi, Nelson Zakeyu, blamed the opening of new markets for chamba.
“We appreciate that the police are doing their part under difficult circumstances. They do not have enough resources in terms of equipment and personnel.
“But we have seen an escalation of drug trafficking especially chamba of late. We believe the influx of foreign artists who drum up support for its legalisation is creating a bigger demand for hemp in the country.
“This is dangerous especially to people under the age of 21 who might have their brains permanently damaged when they take the drug,” he said.
Some stakeholders, such as ministries of Home Affairs, Health and Education and civil society organisations, have raised concerns over the escalation in the uptake of illicit drugs by young people in the country. The police have been held responsible for the failure to get things under control.
Martha Savala, a parent from Traditional Authority Khombedza’s area in Salima, said it is high time the government put up serious measures to deal with the chamba network.
“It is always mind-boggling that the police always want to arrest the situation at the end of the distribution chain. No wonder they are failing to control the trafficking of chamba. In fact they should have addressed the problem from the source by blocking production. They [police] know exactly where chamba is produced, how come they do not arrest the growers?” she queried.
While Gondwa blamed the country’s road network for the proliferation of chamba traffickers escaping the police dragnet CaananNyirenda, a transporter based in Mzuzu, said the law enforcers should find another excuse.
“It is not easy for chamba traffickers to use side routes to escape from drug enforcement agencies as it is being claimed. One only has to look at the country’s state of roads to realise that it is quite a tall order for those that transport chamba to divert to unchartered routes. The police needs to tighten the screws within its establishment to ensure corruption among officers manning roadblocks is eliminated,” said Nyirenda.
According to Maziko Matemba, executive director at Health Rights and Education Programme, the question of infiltration in the police rank and file should be a priority area the law enforcers have to work on.
“The health challenges that chamba causes are so enormous and they eat up a portion of the country’s health budget. Therefore, it is incumbent upon the government to stop being defensive and start addressing the problem by increasing drug enforcement efforts. They do not have to leave this job to police alone, different agencies such as the Anti-Corruption Bureau (ACB) should also be roped in,” he said.
But commenting on why there is a veil of secrecy when disposing off of large consignments of chamba which has already been used as evidence by the courts, Gondwa said the laws of the country are used to determine how this should be done.
“Whenever the courts have used the drug as evidence they release it to be destroyed and the police, Judiciary and the Department of Climate Change and Meteorological Services all witness this exercise. That is what the law demands. Nowadays, whenever possible, we invite the media to be part of the team but that is not mandatory. All the hemp is destroyed when released by the courts,” he said.
 ",2016-12-02 00:00:00,"read, take, impound, originate, destine, put, elude, inspect, intercept, express, transport, manage, elude, stop, ask, regard, produce, find, cause, nip, back, blame, do, stop, traffic, hamper, be, use, catch, say, say, have, branch, use, skirt, beat, turn, insist, contain, mount, know, mount, base, encourage, use, deal, say, acknowledge, make, arrest, blame, appreciate, do, have, see, believe, drum, create, have, damage, take, say, raise, hold, get, say, put, deal, boggle, want, arrest, fail, control, address, block, know, produce, arrest, query, blame, escape, base, say, find, use, escape, claim, have, look, realise, transport, divert, need, tighten, ensure, man, eliminate, say, accord, have, work, eat, stop, start, address, increase, have, leave, rope, say, comment, be, dispose, use, say, use, determine, do, use, release, destroy, witness, demand, invite, destroy, release, say",almost 400km
158,https://www.nyasatimes.com/high-court-to-review-mussas-sentence-on-indian-hemp-possession/,www.nyasatimes.com,hemp,"High Court to review Mussa’s sentence on Indian Hemp possessionJuly 12, 2022 Duncan Mlanjira - Nyasa Times Be the first to commentThe case of Mussa John, who was convicted to a mandatory custodial sentence of 8 years by the Senior Resident Magistrate Court, is set to be reviewed tomorrow, June 12 by the High Court but as a 17-year-old offender, not 19 as heard in lower court.
Now legally represented by Alexius Kamangira of Nicholls & Brookes alongside Chikondi Chijozi, Ruth Kaima, and Luntha Chimbwete of Southern Africa Litigation Centre and the Centre for Human Rights, Education Advice and Assistance, the lawyers have discovered that John was wrongly charged as a 19-year-old and they will argue that he is 17 years old — thus he should have been accorded the protection of a child under the Child Care Protection and Justice Act.
Mussa’s case to be reviewed
The notice from the High Court records that On June, 15 2022, Mussa John “was allegedly found with 78 plastic bags (weighing about 134 kilograms) of Indian Hemp at his home and charged with being found in possession of Indian Hemp without a licence — contrary to Regulation 4(a) of the Dangerous Drugs Regulations, as read with Section 19(1) of the Dangerous Drugs Act”.
“The offence of possession of Indian Hemp without a license attracts a maximum penalty of life imprisonment. When the Applicant appeared before the Magistrate’s Court, he was unrepresented, and he pleaded guilty to the offence.”
On behalf of John, the lawyers will argue in the High Court that the 8-year conviction be quashed and set aside his sentence.
The lawyers will also argue that “the Magistrate Court erred in accepting his guilty plea in circumstances where it contradicted his caution statement which indicated that he was not in possession of the Indian Hemp”.
The lawyers “will also argue that his right to a fair trial was violated as he was not provided with a legal practitioner considering the seriousness of the offence that he was charged with”.
The notice observes that the lower court record indicates that John is 19 years old, but he will argue that he is 17 years old and “even though the issue of his actual age was not presented before the lower court, he will argue that the lower court should have invoked the provisions of section 138 of the Child Care Protection and Justice Act which allows for extension of application of the Act to young persons over the age of 18”.
“He will further argue that the charge sheet was defective and that the sentence imposed by the lower court is excessive considering his age and the sentencing trends for the offence.”
The review is in the wake of a decision made by acting Chief Resident Magistrate (South), Chisomo Msokera, who found not defective teenager, Mussa John’s 8-year custodial sentence but had advised for the review of the case.
Dated June 27, 2022 under the subject ‘Confirmation and Supervisory Review of Sentencing in Rep. v John (criminal case number 475 of 2022) and Rep. v Milhade and another criminal case number 567 of 2022’), Msokera took cognizance of the hot debate that ensued soon after John’s conviction.
The hot debate was awash on social media in comparison to the sentence meted on Herve Milhade, Castel Malawi’s managing director — who was also found that he was cultivating the same illegal hemp but was just fined.
“The social media is awash with debates on the propriety of an 8 years imprisonment sentence imposed on a 19-year-old convict on a charge of possession of cannabis sativa.
“There have been questions on whether the punishment meets the demands of distributive justice since retributive sentence appears, as some claimed, off tangent some of the sentencing trends by the magistracy where fines and not custodial sentences have generally imposed.
“One of such cited cases is Rep. v Milhade and another criminal case number 567 of 2022 where the convicts were sentenced to pay a fine of K1 million and in default to serve custodial sentence of 12 months on a charge of cultivating cannabis sativa.”
Msokera observed that the case of the teenager was heard in chambers of the Senior Resident Magistrate Court because there is no designated court room space at Limbe Magistrate Court but the chambers were used as open court.
“The charge is defective as it cites a wrong punishment provision and does not cite the statute book where the offence is provided for. Section 19(1)(a) and not section 16 of the Dangerous Drugs Act is the appropriate punishment provision; and the offence is created under the Dangerous Drugs Regulations.
“The Judgement on Sentence gives reasons as to why, not withstanding the dictates of Section 340 of the Criminal Procedures and Evidence Code, the convict deserves an outright custodial sentences.”
“Msokera also observed that “the Judgement on Sentence took into consideration the mitigating circumstances of the convict being a young person” and that “other than the irregular charge, this was a proper matter which should be forwarded to a superior court strictly for proceedings of review on confirmation under section 15 of the Criminal Procedures and Evidence Code”.
“Other than what I have specifically highlighted herein, the rest of the proceedings — as far as the court record is concerned — does not strike me as defective.
“In view of the cited irregularity and considering the perceive injustice of the sentence as it relates to Milhade and another, Msokera thus invokes section 26(1) of the Courts Act in asking for a “superior court to exercise its supervisory powers in addition to the review on confirmation proceedings over both matters”.
“It is my hope that the process of supervision and review on the confirmation by the High Court shall enrich our sentencing jurisprudence to aid the courts of magistrates in meting our appropriate sentences in cases of this nature.”
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print",2022-09-08 00:00:00,"review, convict, set, review, hear, represent, discover, charge, argue, accord, review, record, find, weigh, charge, find, read, attract, appear, plead, argue, quash, set, argue, err, accept, contradict, indicate, argue, violate, provide, consider, charge, observe, indicate, argue, present, argue, invoke, allow, argue, impose, consider, make, act, find, advise, take, ensue, mete, manage, find, cultivate, fine, impose, meet, appear, claim, impose, cite, sentence, pay, serve, cultivate, observe, hear, be, designate, use, cite, cite, provide, create, give, withstand, deserve, observe, take, forward, highlight, concern, strike, cite, consider, relate, invoke, ask, exercise, enrich, aid, mete, care",about 134 kilograms
163,https://times.mw/indian-hemp-cultivation-not-rampant-in-nkhotakota/,times.mw,hemp,"Home/National/‘Indian hemp cultivation not rampant in Nkhotakota’
National
‘Indian hemp cultivation not rampant in Nkhotakota’
Tom Sangala
June 24, 2015
423 1 minute readAdvertisement
Malawi police in Dwangwa have said cultivation of Indian hemp in Nkhotakota is not as serious as people allege but the district is only used as a route for traffickers.
When asked to comment on the severity of Indian hemp cultivation in the Central Region district, Nkhunga Police Station spokesperson Austin Kaunda said Mzimba is the main producer and supplier of Indian hemp not Nkhotakota.
“We have records that many traffickers are not from Nkhotakota but from other districts like Blantyre, Lilongwe, Mangochi, Balaka and Salima who pass through from Mzimba where they buy the hemp.
Advertisement
“So, what I can say is that the problem is serious in terms of trafficking because Nkhotakota is used as a route,” he said.
Kaunda also said this year alone police have confiscated 5,238 kilogrammes of Indian hemp following the arrests of 13 traffickers.
The figure is much higher compared to 509 kilogrammes of marijuana police confiscated the whole of last year after arresting 24 people.
Advertisement
The police publicist commended the good working relationship between police and the public.
“We arrest traffickers because of tips from members of the general public and we ask them to continue giving us information,” Kaunda said.
He further said police are aware that small numbers of people are still cultivating the illicit drug in Nkhotakota’s northern part along Lupachi River which borders Mzimba.
“We have had operations to uproot hemp in the past. In 2011 we carried out a joint operation with fellow officers from headquarters where we uprooted about four acres of Indian hemp along Lupachi River. Plans are there to carry out another operation but we are failing due to financial constraints,” said Kaunda.
Soaring number of cases of people caught trafficking Indian hemp from Nkhotakota prompted people to conclude that the district is the country’s largest grower of Indian hemp.
Tom Sangala
A vibrant writer who gives a great insight on hot topics and issues
Advertisement
Tags
Indian hemp",0238-05-10 00:00:00,"say, use, ask, comment, say, have, pass, buy, say, traffic, use, say, say, confiscate, follow, compare, confiscate, arrest, commend, arrest, ask, continue, give, say, say, cultivate, border, have, uproot, carry, uproot, carry, fail, say, soar, catch, traffic, prompt, conclude, give","5,238 kilogrammes 509 kilogrammes about four acres"
165,https://www.nyasatimes.com/mra-intercepts-bags-of-indian-hemp-gives-chase-to-culprits/,www.nyasatimes.com,hemp,"MRA intercepts bags of Indian hemp, gives chase to culpritsNovember 20, 2020 Nyasa Times Reporter 8 CommentsThe Malawi Revenue Authority (MRA) officials on Sunday abandoned their core duty of revenue collection to give chase to a vehicle carrying Indian hemp.
MRA impounds 146 bags of Indian hemp
Inbox
The Chamba bags intercepted by MRA
MRA impounds 146 bags of Indian hemp
Inbox
MRA spokesperson, Steve Kapoloma has confirmed the incident which happened in Blantyre where the MRA officials managed to intercept 146 bags of Indian Hemp following a speed chase of a 5-tonne Isuzu lorry.
Kapoloma said the lorry, belonging to Frederick John Chiuja from Mangochi, had passed through the MRA roadblock at Lirangwe without stopping for inspection.
He said this raised suspicion and prompted a speed chase of the lorry by MRA officers who were accompanied by Police Officers.
“The lorry then turned into a dirt road towards Machinjiri and our officers and the Police continued the chase.
“The Police then fired into the air and that is when they abandoned the lorry,” he said.
Kapoloma said the team called for assistance and upon inspection of the lorry, they found 146 bags of Indian Hemp.
He said the Authority has handed over the Indian Hemp to South Lunzu Police Station who have since delivered the illicit drug to Ndirande Police Station.
“This is not the first time for MRA to intercept Indian Hemp.
“Apart from collecting revenue, it is also our mandate to protect Malawians from the importation of prohibited goods which pose a health risk,” Kapoloma said.
He said the state will prosecute the perpetrators.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempMalawi Revenue Authority",2020-11-20 00:00:00,"give, abandon, give, carry, impound, intercept, impound, confirm, happen, manage, intercept, follow, say, belong, pass, stop, say, raise, prompt, accompany, turn, continue, fire, abandon, say, say, call, find, say, hand, deliver, intercept, collect, protect, prohibit, pose, say, say, prosecute, care",5-tonne
171,https://www.nyasatimes.com/police-burn-109-bags-indian-hemp-belonging-to-sajid-of-capital-furniture/,www.nyasatimes.com,hemp,"Police burn 109 bags Indian hemp belonging to Sajid of Capital FurnitureNovember 18, 2019 Judith Moyo - Nyasa Times 19 CommentsMalawi police in the central region tobacco growing district of Kasungu on Monday  destroyed by burning 107 bags of Indian hemp (chamba)  belonging to Saljid  Sultan Daud in an operation that took place at Chiwengo dumping site.
Police burn Indian hemp
The Indian Hemp in 77 bags of 90 kilograms and 30 bags of 50 kilograms had some which belonged to Sultan Daud of Capital Furnitures in Lilongwe discovered in Likoma.
Sajid Sultan flew to Likoma urgently to negotiate with the Police to release the Indian Hemp but he was not entertained and will be prosecuted.
Kasungu Police Station Public Relations Officer Harry Namwaza confirmed the burning exercise but could not comment on Sultan hemp.
“The bags of Chamba which have been destroyed include those whose cases were completed in court while some of the bags are those that were abandoned by unknown persons upon being intercepted by police,” he explained.
During the operation, there were police officers and officials from court led by Senior Resident Magistrate Montfort Misunge.
Police are  initiating measures to reduce drug and substance abuse cases.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",0109-09-10 00:00:00,"burn, belong, grow, destroy, burn, belong, take, burn, have, belong, discover, fly, negotiate, release, entertain, prosecute, confirm, burn, comment, destroy, include, complete, abandon, intercept, explain, be, lead, initiate, reduce, care",90 kilograms 50 kilograms
177,https://times.mw/renewed-calls-for-hemp-cultivation/,times.mw,hemp,"Home/National/Renewed calls for hemp cultivation
National
Renewed calls for hemp cultivation
Tom Sangala
October 31, 2018
365 1 minute readAdvertisement
By Rebecca Chimjeka:
Foreign nationals have started visiting the country on fact-finding missions related to the cultivation of Indian hemp for industrial purposes.
In 2015, President Peter Mutharika gave Invegrow Hemp Power Malawi the nod to embark on industrial hemp cultivation on trial basis.
Advertisement
And, on the international scene, the government of Canada recently legalised the cultivation of Indian hemp for medical use.
Speaking after meeting a group of foreign nationals that is interested in investing in the country, Ntchisi North Member of Parliament (MP), Boniface Kadzamira, asked the government to consider legalising cultivation of all types of hemp in the country.
Kadzamira said investors are ready to invest in 50,000 thousand hectares of both industrial and some hemp verities that are cultivated for medical purposes.
Advertisement
“The country has all it can to grow hemp for both medical and industrial purposes. The government should emulate what some African countries are doing by putting some guidelines on the cultivation of such types of hemp,” Kadzamira said.
The call comes four years after the MP moved a motion in Parliament that would pave the way for cultivation of industrial hemp for trial purposes.
Graham Mackintosh, spokesperson for Green Quest Farmarceuticals, whose company is searching for 50,000 hectares in Africa, said Indian hemp is on high demand in Europe.
“It’s high time the Malawi government considered legalising the type of hemp that World Health Organisation has approved to shore up foreign exchange earnings as well as support the national export strategy and priority sectors of the government,” Mackintosh said.
But Secretary for Agriculture, Grey Nyandule Phiri, said cultivation of the crop is prohibited.
Facebook Notice for EU! You need to login to view and post FB Comments!
Tom Sangala
A vibrant writer who gives a great insight on hot topics and issues
Advertisement
Tags
Green Quest Farmarceuticals
Indian hemp
Malawi Parliament",2015-09-10 00:00:00,"renew, start, visit, find, relate, give, embark, legalise, speak, meet, invest, ask, consider, legalise, say, invest, cultivate, have, grow, emulate, do, put, say, come, move, pave, search, say, ’, consider, legalise, approve, shore, support, say, say, prohibit, need, login, view, post, give","50,000 thousand hectares 50,000 hectares"
182,https://www.nyasatimes.com/2-malawi-army-soldiers-arrested-over-indian-hemp/,www.nyasatimes.com,hemp,"2 Malawi army soldiers arrested over Indian hempDecember 23, 2014 Anastazio Mpumulo 47 CommentsTwo Malawi Defence Force (MDF) private soldiers are in Nkhotakota Police custody after eing arrested  for allegedly being found in possession of Indian Hemp locally known as Chamba without license.
Indian hemp’s narcotic relative, also known to users as Malawi gold, is so popular
Nkhotakota Police Spokesperson Williams Kaponda said the arrest occurred on Saturday. He identified the soldiers as Grey Chimbulumata, 26, from Parachute Battalion and Mike Jusab, 25, from Mafco Barracks.
“The hemp traffickers came at Kaombe Police Roadblock with an intention to find a lift to Salima. While there, police got suspicious of their movements which prompted the police to search in their travelling bags.
“Following the search, it was discovered that their travelling bags contained the illicit drug and police instantly arrested the two,” he said.
Chimbulumata, 26, hails from Mponela village, T/A Kamwana in Dowa while Mike Jusab, 25, hails from Jemusani Village, T/A Kapeni in Blantyre.
Women with Chamba nabbed
In a related development, police in Nkhotakota have arrested three women for the same offence.
Kaponda said the three who were travelling from Dwangwa to Ntcheu got arrested on Friday, at Kaombe Police Roadblock after a massive search in the motor vehicle they were traveling in.
He said the three who boarded a Toyota Passo registration number IT 2400 driven by Emmanuel Chiwaya had several travelling bags which contained the illicit drug totaling to 32 kilograms.
“When the motor vehicle stopped at the roadblock for a search, it later transpired that the travelling bags contained Indian hemp.
“Chiwaya who was in transit from Tanzania to Blantyre told the police that the travelling bags belonged to the three women who boarded his motor vehicle at Dwangwa. The three women failed to produce a licence and the police immediately arrested them,” Kaponda said.
The suspects include Milliam Chafera, 30, Cecelia Nkolimbo 20 and Maria Winstone, 22, all from Mphandazaola Village, T/A Makwangwala in Ntcheu.
The police have charged the five suspects with possession of Cannabis Sativa without license.-Mana
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempMalawi Defence ForceNkhotakota",2014-12-23 00:00:00,"arrest, arrest, find, know, know, say, occur, identify, come, find, get, prompt, search, travel, follow, discover, travel, contain, arrest, say, hail, hail, nab, arrest, say, travel, arrest, travel, say, board, drive, have, travel, contain, total, stop, transpire, travel, contain, tell, travel, belong, board, fail, produce, arrest, say, include, charge, care",32 kilograms
186,https://times.mw/on-the-saddle-pigeon-peas-not-hemp-is-what-can-help-malawi/,times.mw,hemp,"Home/Columns/On the saddle: Pigeon peas, not hemp, is what can help Malawi
Columns
On the saddle: Pigeon peas, not hemp, is what can help Malawi
Tom Sangala
June 21, 2016
289 2 minutes readAdvertisement
There is currently a lot of excitement in Malawi about prospects of industrial hemp as a commercial and export crop for the country. The Ministry of Agriculture is currently running trial production of the crop at Chitedze Research Station in Lilongwe while Parliament last week approved a private member’s bill supporting legalisation of the crop.
Indeed Malawi requires a variety of crops that can provide opportunities for commercial farming and exports on a large scale and earn the country the much needed foreign exchange. And industrial hemp can be one of them.
What is misleading, however, are assertions that once Malawi starts cultivating industrial hemp, all its economic problems will be over. The belief that industrial hemp could bring economic miracles to Malawi is grossly an illusion.
Advertisement
While no single crop would ever replace tobacco as Malawi’s main commercial and export crop, pigeon peas actually has a bigger potential to become a bigger export crop for the country than industrial hemp.
The claims by hemp activists are often exaggerated. Industrial hemp is indeed a useful and highly versatile crop. But its utility is, for the most part, fairly marginal, at least going by existing markets and estimates around the world.
Demand for hemp isn’t as high as proponents would have it. In Europe, demand has been on the decline for several years as buyers have increasingly opted for cheaper or better alternatives—mostly artificial fibres, for many applications.
Advertisement
In the Unites States, imports of hemp-based products — many of them from China — have been legal since 1998. But the total retail market for hemp in the United States is only about $500 million and the market is widely not expected to grow much further.
Even the US Department of Agriculture believes the market potential for hemp will remain small “like those for sesame and poppy seeds.”
Hemp is therefore not the trillion-dollar crop that could finally allow Malawians grow money on trees. And it will take some time and a lot of work for the regulatory environmental and market structures to facilitate proper handling of the crop.
On the other hand, Malawi already grows a number of crops that have huge potential on the export market and only require a little more organisation and motivation for the farmer. Pigeon pea is one of such crops.
The production of this crop is largely concentrated around the Indian subcontinent and east Africa, with Malawi currently rated as the largest producer in Africa while Tanzania is the largest exporter on the continent.
According to the India Pulses and Grain Association, however, most of the pigeon peas exported by Tanzania are from Malawi and this is because of Malawi’s failure to control informal exports across its borders.
With consumers become increasingly conscious about nutrition and concerns about animal-proteins emerging, legumes such as pigeon peas are gaining importance in healthy food habits. This is making the market for legumes like pigeon peas wider.
According to Food and Agriculture Organisation, production of pigeon peas has been on an upward trend over the past decade, with India as the largest producer at 70 percent of global production followed by Myanmar, producing more than 20 percent of global production. Africa accounts for the majority of the remaining production, with Malawi leading at 6 percent of global production, Kenya and Uganda at two percent each while Tanzania accounts only for 0.8 percent of global production.
The largest market for pigeon peas is also in India where demand is also increasing, although the area under cultivation and the yields have remained stagnant, with some downtrend shown in recent years.
India now imports pigeon peas from Africa and Myanmar, with estimates showing that the country requires 500,000 metric tonnes of imports annually to satisfy its domestic requirements.
Although it is not one of the major producers, Tanzania is Africa biggest exporter of pigeon peas to India and its varieties are considered the best in India.
Shockingly though is the fact most of the pigeon peas from Tanzania is actually from Malawi which is also considered another good source of pigeon peas into India, with annual shipments estimated at between 50,000 and 100,000 metric tonnes.
Malawi can therefore easily become a major producer and exporter of pigeon peas if authorities only found ways of formalising exports while working with farmers to increase production and yields. On the other hand, it will take ages for Industrial Hemp to reach the potential pigeon peas already offers to Malawi.
Facebook Notice for EU! You need to login to view and post FB Comments!
Tom Sangala
A vibrant writer who gives a great insight on hot topics and issues
Advertisement",1998-09-10 00:00:00,"help, help, readAdvertisement, be, run, approve, support, require, provide, earn, need, start, cultivate, bring, replace, have, become, go, exist, have, opt, base, expect, grow, believe, remain, allow, grow, take, facilitate, grow, have, require, concentrate, rate, accord, export, control, become, emerge, gain, make, accord, follow, produce, account, remain, lead, account, increase, remain, show, import, pigeon, show, require, satisfy, consider, consider, estimate, become, find, work, increase, take, reach, offer, need, login, view, post, give","500,000 metric tonnes"
187,https://www.nyasatimes.com/tanzanian-caught-with-bags-of-indian-hemp-in-malawi-police-custody/,www.nyasatimes.com,hemp,"Tanzanian caught with bags of  Indian hemp in Malawi police custodyJanuary 14, 2021 Tiwonge Kumwenda Mhango – Nyasa Times 2 CommentsPolice in Nkhata Bay have arrested a Tanzanian national, Casim Mwakawanga, for allegedly being found in possession of two bags of Indian hemp weighing 50 kilograms.
The suspect was arrested on Wednesday at Matete roadblock in the district.
The arrest followed the tip from wells wishers.
Confirming the development, Nkhata Bay district police spokesperson Kondwani James said the suspect boarded Matours bus at Dwangwa in Nkhotakota.
“As the bus reached Matete roadblock, officers who were on duty searched  it and found the bags in question. The suspect is now at Chintheche police custody in Nkhata Bay,” said James.
James said the suspect will also answer the charges of illegally entering the country.
“Upon further interrogation it was discovered that the culprit is a Tanzanian but failed to produce valid travel documents which is against the laws of Malawi,” he added.
Mwakawanga who hails from Kasumulu Village; Kyera area in Tanzania will appear in court soon to answer the charges of being found in possession of cannabis Sativa and illegal entry.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempTanzania",2021-01-14 00:00:00,"catch, arrest, find, weigh, arrest, follow, confirm, say, board, reach, search, find, say, say, answer, enter, discover, fail, produce, add, hail, appear, answer, find, care",50 kilograms
192,https://times.mw/police-burn-109-bags-of-hemp/,times.mw,hemp,"Home/National/Police burn 109 bags of hemp
National
Police burn 109 bags of hemp
Tom Sangala
June 7, 2016
307 Less than a minuteAdvertisement
Police in Chileka Blantyre destroyed 109 bags of cannabis sativa popularly known as Chamba each weighing about 30 kilogrammes.
The bags were in a vehicle registration number ZA 1580 which was impounded by the Malawi Revenue Authority (MRA) at Lirangwe customs roadblock in Blantyre in January this year.
The vehicle was on its way to Blantyre from Nkhotakota.
Advertisement
In an interview when the police burnt the consignment at Machinjiri Township on Saturday, Chileka Police spokesperson, Grace Mwale, said people who were caught with the consignment are still at large after they bolted when MRA officials intercepted them.
“So far our investigations have not revealed the real owner [of the hemp] but the van which was used to transport the consignment has been handed over to the owner as there is no link between the owner and the consignment,” said Mwale.
She also said the consignment has been burnt following tests conducted at Bvumbwe Research Station proved it was indeed chamba.
Advertisement
“As police, there is really nothing else we can do at this stage apart from burning it because both the driver and his assistant are still at large since escaping from the hands of authorities at Lirangwe road block early this year,” he said.
Malawi Revenue Authority had earlier on handed over the consignment to Police for investigations and disposal.
Facebook Notice for EU! You need to login to view and post FB Comments!
Tom Sangala
A vibrant writer who gives a great insight on hot topics and issues
Advertisement
Tags
Malawi Police",0109-09-10 00:00:00,"burn, burn, destroy, know, weigh, impound, burn, say, catch, bolt, intercept, reveal, use, transport, hand, be, say, say, burn, follow, conduct, prove, be, do, burn, escape, say, have, hand, need, login, view, post, give",about 30 kilogrammes
194,https://www.nyasatimes.com/malawi-woman-arrested-for-possessing-indian-hemp/,www.nyasatimes.com,hemp,"Malawi woman arrested for possessing Indian hempDecember 2, 2014 Harry Chibwe -Nyasa Times 21 CommentsPolice at Chingeni road block in Malawi’s Eastern district of Balaka are keeping in custody a 30 year old woman they arrested Monday night for allegedly found with Indian hemp weighing approximately 120 kilograms.
Hemp the woman hid in the baskets
The arrest comes six days after the Police at the same road block arrested a Zomba based man for being found with Indian hemp.
Balaka police spokesperson sub-inspector Joseph Sauka says the suspect Veronica Mwale hid  the Indian hemp in two big baskets.
“The suspect was travelling to Blantyre from Nkhotakota in a 7 tonner lorry registration number BP 1870 of Visionary Ideas which carried planks.
“Upon arrival at Chingeni road block, the officers found the two baskets full of loose Canabis sativa commonly known as Indian hemp weighing approximately 120 kilograms and was covered by dried fish and tied in mosquito net.
“Upon investigations, the officer discovered that the cannabis sativa belonged to the suspect Veronica Mwale,” says Sauka.
Meanwhile, the suspect is in Police custody waiting to appear before court where she will answer a case of being found in possession of Canabis Sativa without licence contrary to regulation 19(1) as read with section 4(a) of Dangerous Drug Act.
Veronica Mwala comes from Timeyo village, Traditional Authority Mkhwala in Nkhotakota district.
Balaka Police Station Community Policing Coordinator Inspector Kennedy Langwani, says the Police in the district is strengthening security in the district ahead of Christmas and New Year festivities so that the season should be crime free and this is just the beginning of tightening security.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
BalakaIndian hempMalawi Police",2014-12-02 00:00:00,"arrest, possess, keep, arrest, find, weigh, hide, come, arrest, base, find, say, hide, travel, carry, find, know, weigh, cover, dry, tie, discover, belong, say, wait, appear, answer, find, read, come, say, strengthen, tighten, care",approximately 120 kilograms approximately 120 kilograms
